	G1_rep1	G1_rep2	G1_rep3	G2_rep1	G2_rep2	G2_rep3
gene_5693	10	3	0	1	10	7
gene_5694	25	9	15	12	14	13
gene_5695	1	6	0	3	16	3
gene_5696	0	0	0	0	2	0
gene_5697	0	4	3	3	3	2
gene_5698	2	28	0	0	0	2
gene_5699	754	989	943	1090	1457	1161
gene_5700	25	14	4	5	14	14
gene_5701	0	2	1	1	0	2
gene_5702	195	90	159	140	279	327
gene_5703	1562	1946	4660	1626	2146	8875
gene_5704	1	0	0	1	0	0
gene_5705	8	9	6	8	7	5
gene_5706	10	7	8	14	5	6
gene_5707	4	19	1	24	1	10
gene_5708	0	0	0	0	1	2
gene_5709	6	16	14	8	15	14
gene_5710	19	26	30	28	18	21
gene_5711	11	3	12	4	8	6
gene_5712	595	1238	807	871	1009	1072
gene_5713	8	4	12	0	6	6
gene_5714	34	13	14	34	13	19
gene_5715	2	3	0	1	1	2
gene_5716	0	0	0	1	0	3
gene_5717	76	98	80	91	70	66
gene_5718	0	0	0	0	14	4
gene_5719	15	16	9	14	16	20
gene_5720	195	199	195	200	210	240
gene_5721	18	13	8	24	10	50
gene_5722	24	20	15	28	13	8
gene_5723	26	17	17	25	10	25
gene_5724	5	13	6	13	13	13
gene_5725	3	0	0	0	1	0
gene_5726	417	662	432	565	562	415
gene_5727	149	133	127	97	185	117
gene_5728	12	1	2	1	3	1
gene_5729	137	97	96	114	135	147
gene_5730	10	3	10	31	10	18
gene_5731	45	45	65	39	47	48
gene_5732	63	62	78	63	55	80
gene_5733	89	23	74	28	31	25
gene_5734	52	35	52	61	58	22
gene_5735	6	0	1	4	0	0
gene_5736	61	54	60	69	69	83
gene_5737	23	21	19	21	10	29
gene_5738	8	2	9	10	25	12
gene_5739	76	72	93	69	85	58
gene_5740	1	2	2	11	7	1
gene_5741	254	216	157	156	364	287
gene_5742	42	150	31	74	53	79
gene_5743	188	42	135	80	100	101
gene_5744	9	3	1	0	1	0
gene_5745	25	33	33	28	17	32
gene_5746	54	42	38	19	75	8
gene_5747	0	0	0	7	1	1
gene_5748	2	0	0	0	0	0
gene_5749	82	84	48	71	60	82
gene_5750	2	0	0	0	0	1
gene_5751	65	71	116	164	128	120
gene_5752	19	7	9	10	13	30
gene_5753	35	11	41	51	28	52
gene_5754	67	68	101	74	106	108
gene_5755	4942	5688	4608	5600	4635	4658
gene_5756	6	3	8	19	16	5
gene_5757	76	52	97	91	71	78
gene_5758	45	46	44	45	50	35
gene_5759	124	27	44	66	36	85
gene_5760	98	114	77	87	87	106
gene_5761	193	205	176	186	209	192
gene_5762	16	11	12	12	11	26
gene_5763	4	0	2	6	5	0
gene_5764	253	211	149	87	202	503
gene_5765	2	0	19	11	2	11
gene_5766	21	23	21	21	31	22
gene_5767	3	0	0	0	0	0
gene_5768	143	134	150	139	145	152
gene_5769	7	4	3	4	5	1
gene_5770	3	2	4	1	0	21
gene_5771	27	30	25	40	34	20
gene_5772	447	498	516	487	577	343
gene_5773	57	81	2	142	7	159
gene_5774	25	82	62	48	86	44
gene_5775	39	8	1	41	0	58
gene_5776	129	117	134	158	230	185
gene_5777	5	0	2	0	0	0
gene_5778	26	35	37	25	28	35
gene_5779	29	26	23	8	27	17
gene_5780	1	10	0	11	13	10
gene_5781	253	260	240	261	258	138
gene_5782	14	10	18	23	22	10
gene_5783	0	0	2	0	0	0
gene_5784	144	86	108	80	86	112
gene_5785	691	308	280	218	130	243
gene_5786	13	11	7	11	11	23
gene_5787	167	57	117	121	130	166
gene_5788	23	25	30	52	43	33
gene_5789	1	2	0	0	0	0
gene_5790	0	0	0	1	0	0
gene_5791	66	39	178	101	75	98
gene_5792	9	27	39	34	27	20
gene_5793	25	20	30	64	7	41
gene_5794	150	92	60	77	108	96
gene_5795	52	48	57	74	76	67
gene_5796	197	227	133	90	46	302
gene_5797	11	7	6	14	6	4
gene_5798	1	1	16	5	1	0
gene_5799	18	45	11	13	40	53
gene_5800	23	22	11	11	17	15
gene_5801	14	7	43	14	1	2
gene_5802	36	28	21	17	37	44
gene_5803	0	1	6	13	0	7
gene_5804	252	332	216	327	300	331
gene_5805	5	0	2	3	1	1
gene_5806	18	38	17	26	15	21
gene_5807	2	74	11	6	29	12
gene_5808	689	733	435	382	399	494
gene_5809	4	2	3	2	2	1
gene_5810	73	131	118	103	102	74
gene_5811	32	34	30	19	28	34
gene_5812	28	16	23	31	26	32
gene_5813	61	21	81	5	47	60
gene_5814	67	74	81	57	33	64
gene_5815	0	0	0	1	1	1
gene_5816	0	0	1	1	3	0
gene_5817	4	1	4	0	4	14
gene_5818	20	0	11	5	15	29
gene_5819	278	391	310	168	337	333
gene_5820	8	11	1	2	3	11
gene_5821	25	34	51	41	31	18
gene_5822	1	0	2	1	9	10
gene_5823	27	34	22	13	51	15
gene_5824	64	32	68	57	54	42
gene_5825	0	0	1	0	1	0
gene_5826	0	2	22	14	12	5
gene_5827	0	0	0	0	1	1
gene_5828	5	9	9	1	22	3
gene_5829	3	20	0	10	1	15
gene_5830	58	24	31	10	26	8
gene_5831	307	397	109	474	207	340
gene_5832	16	18	10	14	13	13
gene_5833	28	0	0	0	8	2
gene_5834	10	25	17	24	17	34
gene_5835	0	0	0	1	0	0
gene_5836	43	46	55	26	29	30
gene_5837	11	15	10	20	11	14
gene_5838	0	0	1	0	0	1
gene_5839	59	9	27	22	23	20
gene_5840	643	671	669	715	577	627
gene_5841	50	25	77	40	34	19
gene_5842	34	18	13	17	51	35
gene_5843	16	26	1	72	6	18
gene_5844	2	0	1	5	1	4
gene_5845	3	1	2	0	2	1
gene_5846	95	63	151	149	182	54
gene_5847	0	0	1	0	0	1
gene_5848	84	103	139	69	180	73
gene_5849	1	11	2	0	0	4
gene_5850	114	132	104	139	125	143
gene_5851	0	0	0	1	0	0
gene_5852	5	15	3	19	10	9
gene_5853	10	3	29	21	1	16
gene_5854	37	47	117	43	30	46
gene_5855	85	124	68	88	93	168
gene_5856	48	87	111	79	54	35
gene_5857	68	116	57	60	47	44
gene_5858	7	13	13	4	13	6
gene_5859	43	33	38	31	38	33
gene_5860	2	0	18	0	2	0
gene_5861	0	1	18	3	6	4
gene_5862	2	0	1	0	0	0
gene_5863	3	513	20	75	0	102
gene_5864	117	99	92	96	132	105
gene_5865	4	3	1	5	7	8
gene_5866	9	6	26	36	1	3
gene_5867	5	7	7	12	4	7
gene_5868	27	31	37	34	43	28
gene_5869	0	2	0	6	5	2
gene_5870	5	4	0	4	1	0
gene_5871	0	0	1	2	7	42
gene_5872	251	240	161	140	207	195
gene_5873	74	70	61	57	63	58
gene_5874	3	9	6	6	5	4
gene_5875	3	2	6	1	0	6
gene_5876	23	16	19	14	13	15
gene_5877	2	0	3	0	6	1
gene_5878	28	54	43	28	21	8
gene_5879	54	203	103	76	84	22
gene_5880	93	106	56	125	70	77
gene_5881	0	14	1	2	0	1
gene_5882	54	17	17	3	14	1
gene_5883	220	114	166	101	68	156
gene_5884	0	0	0	0	1	0
gene_5885	21	16	26	18	12	7
gene_5886	0	0	0	0	7	0
gene_5887	68	60	35	37	44	45
gene_5888	80	46	42	42	149	81
gene_5889	3	4	5	1	2	1
gene_5890	12	6	0	1	3	0
gene_5891	2	0	1	0	0	0
gene_5892	1	0	9	1	4	2
gene_5893	37	31	31	41	38	12
gene_5894	0	0	1	3	3	4
gene_5895	16	58	0	9	111	24
gene_5896	0	7	0	45	8	3
gene_5897	30	12	9	1	3	0
gene_5898	62	58	31	59	24	84
gene_5899	1	0	0	3	0	3
gene_5900	85	150	99	147	138	78
gene_5901	35	12	43	15	18	18
gene_5902	7	5	6	5	5	3
gene_5903	335	244	331	269	251	311
gene_5904	16	8	17	28	12	6
gene_5905	1	7	0	5	6	2
gene_5906	136	122	116	134	116	130
gene_5907	26	43	38	23	35	32
gene_5908	1332	1727	2197	923	1087	843
gene_5909	15	12	13	30	18	17
gene_5910	52	61	155	65	48	49
gene_5911	417	473	383	423	474	297
gene_5912	4	0	0	2	1	24
gene_5913	438	463	446	400	427	346
gene_5914	209	230	73	119	492	24
gene_5915	375	679	401	406	569	508
gene_5916	5	9	5	5	9	2
gene_5917	12	16	21	23	17	18
gene_5918	14	24	34	22	32	17
gene_5919	43	47	63	74	38	47
gene_5920	5	1	7	14	0	2
gene_5921	1	0	0	0	3	5
gene_5922	928	732	524	679	794	720
gene_5923	6	0	17	1	19	5
gene_5924	1	2	3	2	2	2
gene_5925	105	98	97	90	89	103
gene_5926	15	23	11	23	11	17
gene_5927	118	117	170	128	146	84
gene_5928	2	6	2	0	0	0
gene_5929	0	7	1	0	5	5
gene_5930	19	27	22	23	3	14
gene_5931	33	42	18	22	17	27
gene_5932	74	47	119	112	112	76
gene_5933	0	0	2	1	0	0
gene_5934	4	19	1	5	4	0
gene_5935	2	1	4	1	4	1
gene_5936	446	397	542	194	348	569
gene_5937	5	5	0	5	3	0
gene_5938	0	5	0	0	13	3
gene_5939	0	1	0	4	0	1
gene_5940	85	80	80	85	78	74
gene_5941	168	211	165	141	195	171
gene_5942	86	139	109	72	67	124
gene_5943	72	29	123	13	76	38
gene_5944	2	9	8	16	4	8
gene_5945	61	45	64	54	52	76
gene_5946	2	4	11	5	6	3
gene_5947	0	0	0	0	2	0
gene_5948	5	19	6	32	23	37
gene_5949	39	20	22	26	24	11
gene_5950	14	4	4	11	5	13
gene_5951	106	135	126	137	94	120
gene_5952	25	13	21	23	64	39
gene_5953	108	76	76	78	99	111
gene_5954	0	0	1	13	0	0
gene_5955	40	41	40	43	10	17
gene_5956	24	0	2	5	7	2
gene_5957	11	3	0	4	5	1
gene_5958	110	192	111	40	113	101
gene_5959	0	2	0	1	0	0
gene_5960	27	24	39	61	51	39
gene_5961	3	3	0	0	0	1
gene_5962	61	55	84	53	39	33
gene_5963	7	2	7	0	5	0
gene_5964	14	33	18	23	9	25
gene_5965	19	32	11	19	32	16
gene_5966	16	15	15	14	18	19
gene_5967	0	10	18	11	0	7
gene_5968	3	2	16	2	6	0
gene_5969	150	135	156	110	144	151
gene_5970	2	0	5	0	0	1
gene_5971	36	46	42	45	10	17
gene_5972	7	7	1	0	8	1
gene_5973	1	0	5	3	1	0
gene_5974	8	16	8	3	1	36
gene_5975	0	2	0	0	11	0
gene_5976	399	302	350	667	996	376
gene_5977	0	2	44	3	0	0
gene_5978	16	25	41	21	6	23
gene_5979	35	11	192	69	30	188
gene_5980	15	16	16	9	19	7
gene_5981	475	414	543	316	1118	525
gene_5982	182	175	190	249	159	134
gene_5983	8	35	18	15	16	14
gene_5984	251	76	87	0	60	12
gene_5985	8	3	0	0	12	6
gene_5986	0	5	11	36	94	2
gene_5987	34	27	36	26	43	35
gene_5988	42	19	31	28	36	11
gene_5989	12	30	14	18	12	55
gene_5990	3	4	1	3	3	2
gene_5991	27	13	9	39	30	44
gene_5992	0	0	0	2	1	1
gene_5993	561	463	539	257	449	455
gene_5994	22	21	21	26	20	48
gene_5995	0	10	9	30	1	1
gene_5996	69	11	18	56	153	130
gene_5997	8	3	7	2	2	2
gene_5998	2	16	10	15	11	5
gene_5999	81	68	71	58	68	89
gene_6000	51	26	29	37	19	31
gene_6001	9	8	12	4	14	12
gene_6002	105	110	97	97	87	116
gene_6003	9	1	8	6	7	4
gene_6004	14	13	20	4	12	8
gene_6005	21	65	48	58	42	61
gene_6006	127	214	144	93	199	168
gene_6007	284	42	280	112	394	117
gene_6008	8	5	9	10	10	10
gene_6009	0	1	0	0	1	0
gene_6010	27	29	24	31	23	42
gene_6011	90	38	64	68	13	14
gene_6012	170	328	204	218	263	341
gene_6013	17	19	10	10	44	38
gene_6014	2	1	3	5	2	0
gene_6015	3	3	12	1	0	2
gene_6016	19	14	22	20	18	26
gene_6017	41	80	51	52	66	60
gene_6018	5	3	9	0	5	6
gene_6019	20	18	13	19	10	13
gene_6020	10	22	11	27	1	17
gene_6021	61	25	50	84	148	69
gene_6022	7	15	15	11	21	13
gene_6023	22	71	104	17	225	113
gene_6024	24	20	43	29	26	21
gene_6025	208	321	133	164	207	332
gene_6026	13	3	3	6	6	8
gene_6027	89	74	67	59	78	57
gene_6028	31	0	11	18	0	34
gene_6029	63	22	28	102	48	72
gene_6030	0	0	3	0	0	1
gene_6031	9	8	2	7	7	7
gene_6032	58	52	59	70	41	47
gene_6033	106	77	119	138	88	67
gene_6034	25	19	23	20	32	26
gene_6035	11	0	15	0	0	0
gene_6036	9	10	3	2	32	0
gene_6037	115	126	141	145	118	116
gene_6038	2	0	0	0	0	0
gene_6039	11	12	14	19	28	17
gene_6040	22	20	20	29	20	21
gene_6041	18	27	28	25	29	39
gene_6042	0	0	1	0	1	2
gene_6043	40	53	23	5	10	29
gene_6044	2	1	3	1	1	2
gene_6045	74	50	73	58	54	62
gene_6046	16	5	17	9	8	13
gene_6047	51	34	29	50	45	23
gene_6048	37	47	36	34	61	85
gene_6049	2	1	0	3	0	0
gene_6050	36	8	18	27	15	11
gene_6051	3	6	1	3	3	4
gene_6052	296	671	463	1140	1942	1211
gene_6053	5	18	2	5	0	7
gene_6054	30	18	24	33	25	44
gene_6055	3	2	11	14	5	5
gene_6056	117	110	111	140	113	124
gene_6057	0	8	0	1	7	6
gene_6058	5	21	10	2	10	12
gene_6059	2	1	1	2	2	1
gene_6060	0	1	3	0	5	0
gene_6061	0	4	0	0	0	1
gene_6062	166	268	245	178	154	282
gene_6063	223	198	172	213	205	208
gene_6064	8	15	20	7	17	16
gene_6065	21	26	17	18	18	19
gene_6066	52	379	106	66	14	157
gene_6067	15	14	17	17	19	12
gene_6068	34	43	119	106	73	57
gene_6069	2	0	0	1	0	0
gene_6070	0	0	0	0	0	0
gene_6071	12	4	30	84	20	43
gene_6072	3	10	2	0	1	0
gene_6073	0	1	0	0	4	0
gene_6074	12	19	9	15	7	17
gene_6075	0	0	2	1	1	0
gene_6076	0	2	1	3	0	1
gene_6077	225	187	184	253	163	200
gene_6078	49	66	32	74	36	40
gene_6079	51	44	43	35	30	32
gene_6080	41	26	26	26	27	35
gene_6081	2	9	0	5	0	0
gene_6082	37	50	45	61	56	27
gene_6083	14	29	49	8	38	39
gene_6084	40	103	28	72	26	34
gene_6085	38	42	15	19	13	25
gene_6086	71	62	81	70	77	103
gene_6087	12	5	1	7	9	16
gene_6088	44	14	40	41	25	68
gene_6089	17	12	16	3	4	5
gene_6090	52	46	46	51	47	27
gene_6091	1	0	0	0	0	2
gene_6092	28	18	11	17	31	23
gene_6093	1719	1739	1795	1697	1666	1537
gene_6094	3	0	0	4	0	1
gene_6095	102	59	59	78	70	37
gene_6096	76	69	82	57	75	68
gene_6097	41	30	38	20	45	45
gene_6098	105	89	80	59	73	79
gene_6099	0	0	2	0	0	0
gene_6100	1	0	0	0	0	6
gene_6101	159	154	148	157	141	126
gene_6102	64	56	52	50	107	95
gene_6103	96	102	76	62	123	83
gene_6104	5	0	4	4	5	4
gene_6105	209	154	267	214	142	198
gene_6106	46	71	79	48	38	72
gene_6107	1	2	17	2	2	1
gene_6108	213	349	289	332	286	206
gene_6109	1	3	1	0	9	5
gene_6110	5	0	3	0	0	0
gene_6111	5	2	0	0	3	1
gene_6112	49	48	41	26	38	48
gene_6113	11	16	21	35	25	21
gene_6114	1	4	0	2	4	2
gene_6115	19	18	12	39	34	19
gene_6116	1	0	0	0	1	0
gene_6117	2	1	1	1	5	6
gene_6118	0	0	0	0	0	5
gene_6119	355	336	310	336	311	324
gene_6120	0	2	1	1	17	0
gene_6121	12	17	13	5	18	12
gene_6122	13	29	15	10	13	14
gene_6123	1	0	17	1	0	0
gene_6124	3	0	0	4	3	3
gene_6125	232	155	176	107	166	126
gene_6126	0	0	0	0	0	0
gene_6127	0	1	0	1	0	0
gene_6128	50	44	50	33	37	19
gene_6129	6	1	1	0	2	1
gene_6130	6	6	17	5	10	0
gene_6131	0	1	0	0	0	4
gene_6132	0	3	0	10	2	2
gene_6133	19	3	6	3	15	0
gene_6134	3	0	0	11	0	2
gene_6135	35	35	35	28	56	31
gene_6136	66	92	79	93	51	68
gene_6137	84	66	74	54	80	63
gene_6138	113	79	88	76	88	87
gene_6139	40	23	29	32	66	26
gene_6140	89	18	54	64	64	67
gene_6141	38	23	19	17	20	30
gene_6142	0	2	0	0	3	7
gene_6143	31	40	25	39	30	52
gene_6144	3	5	1	2	3	1
gene_6145	2	8	10	2	7	14
gene_6146	133	15	97	102	86	98
gene_6147	116	160	133	164	118	151
gene_6148	673	168	233	490	105	465
gene_6149	66	36	8	22	68	121
gene_6150	0	0	2	2	0	2
gene_6151	24	15	19	27	17	13
gene_6152	0	12	3	6	0	5
gene_6153	8	8	13	6	7	5
gene_6154	43	47	32	65	16	22
gene_6155	43	46	20	2	19	7
gene_6156	25	14	13	35	19	16
gene_6157	29	20	16	11	35	32
gene_6158	1	0	3	0	1	1
gene_6159	60	27	150	23	9	8
gene_6160	3	6	2	4	0	6
gene_6161	275	130	138	483	82	176
gene_6162	559	438	378	513	334	379
gene_6163	70	81	46	75	59	133
gene_6164	32	60	53	37	31	18
gene_6165	3	1	0	0	2	3
gene_6166	38	64	30	24	57	48
gene_6167	3301	3649	3558	3654	5159	3108
gene_6168	210	221	198	150	199	209
gene_6169	13	19	9	16	20	10
gene_6170	16	5	42	0	0	10
gene_6171	1	4	0	0	0	6
gene_6172	106	222	116	115	185	157
gene_6173	0	2	0	0	0	0
gene_6174	6	2	5	8	6	8
gene_6175	79	132	94	193	72	63
gene_6176	1	0	0	0	11	2
gene_6177	65	66	34	51	72	21
gene_6178	3	1	0	9	0	6
gene_6179	6	0	0	0	7	0
gene_6180	2	0	9	0	0	11
gene_6181	4	3	3	2	0	4
gene_6182	5	22	5	6	1	27
gene_6183	25	35	16	35	24	25
gene_6184	100	102	148	135	107	131
gene_6185	146	164	187	279	186	259
gene_6186	0	1	6	1	7	6
gene_6187	68	58	31	44	43	148
gene_6188	27	18	23	20	27	27
gene_6189	6	22	12	11	6	12
gene_6190	85	66	91	86	99	95
gene_6191	4	3	5	5	4	2
gene_6192	37	32	40	42	38	34
gene_6193	6	7	6	7	7	5
gene_6194	4	0	0	7	0	2
gene_6195	13	26	21	27	28	36
gene_6196	25	30	16	26	29	39
gene_6197	1	0	0	0	0	2
gene_6198	3	2	5	1	0	0
gene_6199	14	30	29	30	34	42
gene_6200	5	5	5	3	7	5
gene_6201	1	1	1	0	0	0
gene_6202	71	62	53	40	14	14
gene_6203	0	0	0	1	1	0
gene_6204	21	34	6	20	11	1
gene_6205	16	17	1	8	16	13
gene_6206	305	380	283	319	246	276
gene_6207	11	26	5	0	1	28
gene_6208	5	0	1	0	0	5
gene_6209	3	2	0	3	0	2
gene_6210	81	5	29	53	5	10
gene_6211	1	1	0	2	4	0
gene_6212	9	0	9	9	2	8
gene_6213	25	12	29	33	23	25
gene_6214	53	24	53	44	63	43
gene_6215	0	10	1	0	0	9
gene_6216	0	0	3	1	3	1
gene_6217	6	5	2	0	10	24
gene_6218	10	24	1	10	29	2
gene_6219	3	0	5	1	0	0
gene_6220	154	90	105	90	72	83
gene_6221	67	53	90	66	72	78
gene_6222	10	9	9	11	16	9
gene_6223	14	9	11	4	23	8
gene_6224	166	177	175	86	110	155
gene_6225	1	0	0	1	0	7
gene_6226	62	60	71	52	83	53
gene_6227	1	4	6	5	3	22
gene_6228	293	183	261	252	157	315
gene_6229	5	4	7	13	15	5
gene_6230	2	2	0	0	0	0
gene_6231	0	7	0	7	3	0
gene_6232	0	1	0	6	3	5
gene_6233	55	62	61	92	2	9
gene_6234	263	166	183	243	181	158
gene_6235	204	237	223	54	76	73
gene_6236	34	64	34	77	22	32
gene_6237	0	0	1	1	0	0
gene_6238	1	16	0	0	2	0
gene_6239	1	3	0	2	0	0
gene_6240	19	34	40	11	19	16
gene_6241	1569	1511	1528	1427	1307	1069
gene_6242	1	0	0	0	0	2
gene_6243	1608	1482	2004	1260	1195	1179
gene_6244	135	2	24	22	24	1
gene_6245	0	1	1	1	0	1
gene_6246	13	2	1	0	0	3
gene_6247	1	57	10	29	21	13
gene_6248	380	376	480	241	477	492
gene_6249	161	22	337	58	74	39
gene_6250	9	14	28	32	5	24
gene_6251	0	2	0	0	2	0
gene_6252	3	0	0	0	0	0
gene_6253	1	0	8	8	6	3
gene_6254	0	0	0	1	0	0
gene_6255	89	102	60	100	65	91
gene_6256	0	0	2	0	0	1
gene_6257	8	0	23	0	1	3
gene_6258	38	34	32	42	32	49
gene_6259	2	1	0	2	2	0
gene_6260	17	4	3	12	12	0
gene_6261	1	0	3	0	2	0
gene_6262	3	4	0	4	0	3
gene_6263	1	1	0	0	0	0
gene_6264	18	1	7	15	10	1
gene_6265	2	1	2	2	0	5
gene_6266	87	45	53	135	166	81
gene_6267	7	5	10	1	8	5
gene_6268	713	279	720	1010	531	864
gene_6269	0	7	0	10	0	0
gene_6270	15	0	0	2	2	17
gene_6271	0	1	1	0	0	0
gene_6272	1	1	1	1	2	1
gene_6273	0	3	11	2	5	0
gene_6274	0	2	0	1	0	1
gene_6275	9	1	8	21	18	5
gene_6276	64	64	72	111	88	89
gene_6277	1	0	11	5	1	0
gene_6278	0	0	2	2	0	6
gene_6279	27	34	46	97	26	51
gene_6280	60	21	22	7	22	10
gene_6281	1	1	0	2	5	8
gene_6282	7	150	84	172	91	40
gene_6283	5	0	1	2	3	0
gene_6284	78	74	51	41	52	30
gene_6285	30	25	58	37	41	47
gene_6286	10	0	25	1	0	6
gene_6287	53	106	31	43	25	30
gene_6288	27	35	24	47	54	71
gene_6289	8	3	4	50	49	0
gene_6290	19	19	18	1	5	1
gene_6291	311	144	237	71	129	129
gene_6292	43	62	41	66	61	42
gene_6293	0	4	0	0	0	8
gene_6294	92	172	14	190	150	167
gene_6295	147	138	259	105	112	227
gene_6296	182	82	173	131	172	498
gene_6297	14	23	10	8	11	21
gene_6298	15	14	22	19	24	13
gene_6299	8	10	26	20	21	2
gene_6300	24	29	35	23	29	79
gene_6301	74	33	19	89	101	86
gene_6302	94	100	89	89	70	87
gene_6303	2	42	48	55	20	3
gene_6304	10	5	7	18	17	11
gene_6305	0	0	1	3	0	2
gene_6306	3	8	4	7	6	7
gene_6307	0	0	0	0	0	1
gene_6308	0	0	0	0	0	1
gene_6309	48	29	22	48	21	37
gene_6310	0	1	1	0	0	0
gene_6311	14	17	6	26	8	25
gene_6312	1	2	3	2	0	0
gene_6313	0	1	2	0	1	2
gene_6314	57	25	27	44	29	12
gene_6315	34	18	53	31	46	14
gene_6316	13	8	10	31	1	10
gene_6317	78	64	80	165	111	225
gene_6318	4	1	3	0	0	1
gene_6319	560	307	358	330	329	365
gene_6320	19	14	6	2	2	10
gene_6321	0	0	1	0	2	2
gene_6322	11	13	26	5	17	23
gene_6323	13	20	13	13	15	12
gene_6324	15	2	0	15	19	0
gene_6325	21	14	2	4	40	25
gene_6326	54	107	157	70	93	130
gene_6327	0	0	1	8	0	0
gene_6328	151	207	253	68	255	140
gene_6329	119	127	261	140	107	181
gene_6330	8	1	29	1	8	10
gene_6331	15	37	13	16	27	30
gene_6332	1	0	0	0	0	3
gene_6333	2647	3805	4401	2916	3579	7012
gene_6334	36	122	41	23	29	49
gene_6335	121	85	83	97	124	119
gene_6336	25	14	18	17	16	14
gene_6337	83	91	186	94	151	49
gene_6338	18	64	27	28	17	16
gene_6339	43	16	12	1	15	13
gene_6340	5	5	6	3	7	3
gene_6341	538	591	481	538	392	277
gene_6342	335	274	394	333	328	351
gene_6343	7	0	1	1	1	10
gene_6344	44	42	55	33	34	28
gene_6345	116	113	100	98	68	102
gene_6346	144	140	157	115	93	95
gene_6347	38	16	42	43	35	26
gene_6348	0	3	0	0	1	15
gene_6349	20	10	7	20	6	27
gene_6350	94	106	93	110	80	83
gene_6351	101	76	72	80	86	108
gene_6352	17	26	34	62	4	39
gene_6353	3	1	5	7	6	6
gene_6354	56	34	42	59	45	65
gene_6355	105	69	43	75	46	111
gene_6356	0	1	0	0	0	1
gene_6357	407	241	163	619	350	1061
gene_6358	1	0	2	8	0	0
gene_6359	1	0	0	0	0	21
gene_6360	0	0	0	1	1	0
gene_6361	1	3	4	3	2	1
gene_6362	32	40	33	33	40	42
gene_6363	64	186	61	46	67	50
gene_6364	48	12	33	31	64	26
gene_6365	2160	2227	2141	2253	2197	2185
gene_6366	110	164	147	168	114	130
gene_6367	4	1	4	3	5	0
gene_6368	60	71	65	63	124	89
gene_6369	32	58	87	108	102	94
gene_6370	0	0	0	0	0	0
gene_6371	1	3	0	4	3	3
gene_6372	11	4	14	19	14	29
gene_6373	166	175	175	140	125	135
gene_6374	0	1	0	1	3	2
gene_6375	15	15	8	23	11	28
gene_6376	2	0	4	1	1	0
gene_6377	18	22	17	22	32	13
gene_6378	0	7	1	0	3	2
gene_6379	7	8	1	3	6	3
gene_6380	28	71	81	125	26	43
gene_6381	16	40	36	40	34	23
gene_6382	6	2	3	9	1	1
gene_6383	226	162	104	149	223	86
gene_6384	16	32	14	16	18	24
gene_6385	0	1	0	2	1	2
gene_6386	182	135	186	143	123	166
gene_6387	32	34	49	36	43	26
gene_6388	7	8	7	13	8	14
gene_6389	1	7	5	3	3	0
gene_6390	0	0	0	0	0	0
gene_6391	10	4	9	14	7	6
gene_6392	72	226	134	51	107	113
gene_6393	158	150	127	142	249	152
gene_6394	24	26	20	24	32	24
gene_6395	190	215	227	218	237	178
gene_6396	0	0	1	0	1	1
gene_6397	254	275	172	341	253	411
gene_6398	1	1	0	1	1	0
gene_6399	123	85	85	66	71	74
gene_6400	75	76	69	76	75	80
gene_6401	29	52	26	33	48	29
gene_6402	33	19	117	30	41	68
gene_6403	3	2	0	2	1	6
gene_6404	17	0	2	3	0	0
gene_6405	120	333	106	179	172	136
gene_6406	33	28	9	38	29	19
gene_6407	6	32	4	14	12	21
gene_6408	19	56	22	39	33	27
gene_6409	0	6	1	3	1	0
gene_6410	9	19	16	22	11	16
gene_6411	32	20	26	36	21	44
gene_6412	4	11	34	16	26	21
gene_6413	7	24	3	24	9	17
gene_6414	0	0	1	0	8	1
gene_6415	3	104	38	33	8	54
gene_6416	0	1	2	0	0	0
gene_6417	0	3	0	0	2	0
gene_6418	86	73	81	27	78	31
gene_6419	2	5	9	16	0	13
gene_6420	62	45	50	37	73	67
gene_6421	14	14	12	9	36	16
gene_6422	225	219	198	174	231	237
gene_6423	2	5	5	8	24	6
gene_6424	26	8	18	18	13	17
gene_6425	0	0	0	0	0	0
gene_6426	3	0	1	0	1	5
gene_6427	3	1	1	8	0	0
gene_6428	18	19	19	17	23	8
gene_6429	0	0	1	0	0	2
gene_6430	0	0	1	1	0	1
gene_6431	0	0	0	0	1	5
gene_6432	3	6	1	0	2	4
gene_6433	121	97	112	59	75	110
gene_6434	23	0	5	0	5	21
gene_6435	146	168	132	229	154	205
gene_6436	0	2	1	2	1	2
gene_6437	154	30	42	26	67	54
gene_6438	9	3	15	5	4	5
gene_6439	10	6	7	7	14	8
gene_6440	1	4	0	0	4	0
gene_6441	27	31	20	50	22	44
gene_6442	4	1	1	0	0	1
gene_6443	27	8	16	10	29	9
gene_6444	0	0	0	0	1	0
gene_6445	94	70	78	84	95	72
gene_6446	14	28	12	10	46	5
gene_6447	7	55	200	10	437	14
gene_6448	48	19	41	47	44	44
gene_6449	73	54	78	76	78	70
gene_6450	5	0	0	1	0	5
gene_6451	502	450	575	478	453	447
gene_6452	13	15	1	4	20	8
gene_6453	61	76	102	84	175	86
gene_6454	145	168	143	216	105	108
gene_6455	196	286	216	262	311	205
gene_6456	42	27	42	35	53	47
gene_6457	3	6	23	10	5	12
gene_6458	0	2	1	0	0	1
gene_6459	1	0	0	9	3	4
gene_6460	149	240	146	158	217	117
gene_6461	21	1	4	0	3	0
gene_6462	17	5	12	12	12	12
gene_6463	73	44	68	55	58	55
